date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tournament_strength,home_form,away_form,form_diff,home_avg_goals_scored,away_avg_goals_scored,goals_scored_diff,home_avg_goals_conceded,away_avg_goals_conceded,goals_conceded_diff,home_elo,away_elo,elo_diff,target,home_country_x,home_group_x,home_acronym_x,home_confederation_x,home_qualifying_difficulty_x,home_mean_temp_last_10_yrs_x,home_climate_bonus_points_x,home_rank_x,home_total.points_x,home_previous.points_x,home_diff.points_x,away_country_x,away_group_x,away_acronym_x,away_confederation_x,away_qualifying_difficulty_x,away_mean_temp_last_10_yrs_x,away_climate_bonus_points_x,away_rank_x,away_total.points_x,away_previous.points_x,away_diff.points_x,elo_form_interaction,attack_defense_gap,elo_tournament_pressure,form_tournament_pressure,home_country_y,home_group_y,home_acronym_y,home_confederation_y,home_qualifying_difficulty_y,home_mean_temp_last_10_yrs_y,home_climate_bonus_points_y,home_rank_y,home_total.points_y,home_previous.points_y,home_diff.points_y,away_country_y,away_group_y,away_acronym_y,away_confederation_y,away_qualifying_difficulty_y,away_mean_temp_last_10_yrs_y,away_climate_bonus_points_y,away_rank_y,away_total.points_y,away_previous.points_y,away_diff.points_y
2011-06-22,united states,panama,1.0,0.0,gold cup,houston,united states,False,0.75,4,6,-2,0.8,1.2,-0.3999999999999999,1.6,1.2,-0.40000000000000013,1513.8452920586953,1385.9871828718783,127.85810918681705,0,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,panama,L,PAN,CONCACAF,2,25.79,2,36,1504.39,1493.8,10.5900000000001,-255.7162183736341,-0.3999999999999999,95.89358189011278,-1.5,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,panama,L,PAN,CONCACAF,2,25.79,2,36,1504.39,1493.8,10.5900000000001
2011-06-25,colombia,senegal,2.0,0.0,friendly,medellín,colombia,False,0.3,7,9,-2,0.6,1.4,-0.7999999999999999,0.4,1.2,0.7999999999999999,1538.8516527926702,1497.3064351093042,41.54521768336599,0,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,-83.09043536673198,-0.6,12.463565305009796,-0.6,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999
2011-06-25,united states,mexico,2.0,4.0,gold cup,pasadena,united states,False,0.75,6,13,-7,0.8,2.0,-1.2,1.4,0.4,-0.9999999999999999,1526.800378693717,1570.0516348026047,-43.251256108887674,2,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,302.7587927622137,0.4,-32.438442081665755,-5.25,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27
2011-07-03,paraguay,ecuador,0.0,0.0,copa américa,santa fe,argentina,True,0.9,6,3,3,1.2,1.0,0.19999999999999996,1.6,1.6,0.0,1441.974513036856,1465.7140387515656,-23.739525714709544,1,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002,-71.21857714412863,-0.40000000000000013,-21.36557314323859,2.7,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002
2011-07-06,argentina,colombia,0.0,0.0,copa américa,santa fe,argentina,False,0.9,11,10,1,2.0,1.0,1.0,1.2,0.2,-1.0,1705.7711449919311,1556.4714515345577,149.29969345737345,1,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,149.29969345737345,1.8,134.36972411163612,0.9,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998
2011-07-09,brazil,paraguay,2.0,2.0,copa américa,córdoba,argentina,True,0.9,7,7,0,1.0,1.2,-0.19999999999999996,0.4,1.4,0.9999999999999999,1728.1067025108962,1443.3389472724411,284.76775523845504,1,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,0.0,-0.3999999999999999,256.29097971460953,0.0,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
2011-07-12,uruguay,mexico,1.0,0.0,copa américa,la plata,argentina,True,0.9,2,13,-11,1.4,2.6,-1.2000000000000002,2.0,0.8,-1.2,1589.9830026377208,1587.5746743516531,2.408328286067672,0,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,-26.49161114674439,0.5999999999999999,2.167495457460905,-9.9,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27
2011-07-13,brazil,ecuador,4.0,2.0,copa américa,córdoba,argentina,True,0.9,5,4,1,0.8,1.0,-0.19999999999999996,0.8,1.4,0.5999999999999999,1714.609361085748,1464.3496045159804,250.25975656976766,0,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002,250.25975656976766,-0.5999999999999999,225.2337809127909,0.9,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002
2011-07-13,jordan,saudi arabia,1.0,1.0,friendly,amman,jordan,False,0.3,8,2,6,1.8,0.2,1.6,1.2,1.6,0.40000000000000013,1374.4261257350522,1426.149514918475,-51.723389183422796,1,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,saudi arabia,H,KSA,AFC,3,26.33,2,59,1406.56,1422.67,-16.1100000000001,-310.3403351005368,0.19999999999999996,-15.517016755026837,1.7999999999999998,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,saudi arabia,H,KSA,AFC,3,26.33,2,59,1406.56,1422.67,-16.1100000000001
2011-07-16,argentina,uruguay,1.0,1.0,copa américa,santa fe,argentina,False,0.9,9,4,5,1.8,1.4,0.40000000000000013,1.2,1.8,0.6000000000000001,1697.669415054827,1609.8443703378234,87.8250447170035,1,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,439.12522358501747,0.0,79.04254024530314,4.5,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002
2011-07-16,jordan,iraq,1.0,1.0,friendly,amman,jordan,False,0.3,6,6,0,1.2,1.0,0.19999999999999996,1.2,1.2,0.0,1377.381760467664,1341.005032031252,36.376728436411895,1,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981,0.0,0.0,10.913018530923567,0.0,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981
2011-07-17,brazil,paraguay,0.0,0.0,copa américa,la plata,argentina,True,0.9,8,5,3,1.6,1.2,0.40000000000000013,1.0,1.8,0.8,1722.2673913019373,1456.8362886975892,265.4311026043481,1,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,796.2933078130443,-0.19999999999999996,238.88799234391328,2.7,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
2011-07-24,uruguay,paraguay,3.0,0.0,copa américa,buenos aires,argentina,True,0.9,5,6,-1,1.2,1.0,0.19999999999999996,1.4,1.2,-0.19999999999999996,1614.7949877059773,1469.7045020716394,145.09048563433794,0,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,-145.09048563433794,0.0,130.58143707090414,-0.9,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
2011-08-10,germany,brazil,3.0,2.0,friendly,stuttgart,germany,False,0.3,10,9,1,1.6,1.6,0.0,0.8,0.8,0.0,1707.3876722819339,1709.3991779278872,-2.0115056459533207,0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,-2.0115056459533207,0.8,-0.6034516937859962,0.3,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998
2011-08-10,japan,south korea,3.0,0.0,friendly,sapporo,japan,False,0.3,11,11,0,2.2,1.6,0.6000000000000001,0.8,1.0,0.19999999999999996,1555.6233265845606,1592.8400677782201,-37.21674119365957,0,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,-0.0,1.2000000000000002,-11.165022358097872,0.0,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002
2011-08-10,norway,czechia,3.0,0.0,friendly,oslo,norway,False,0.3,9,7,2,1.0,1.6,-0.6000000000000001,0.8,1.6,0.8,1527.4426019249418,1566.630995870229,-39.18839394528732,0,norway,I,NOR,UEFA,5,2.66,0,43,1484.44,1473.5,10.9400000000001,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,-78.37678789057463,-0.6000000000000001,-11.756518183586195,0.6,norway,I,NOR,UEFA,5,2.66,0,43,1484.44,1473.5,10.9400000000001,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001
2011-08-10,senegal,morocco,0.0,2.0,friendly,dakar,senegal,False,0.3,6,7,-1,1.0,1.6,-0.6000000000000001,1.4,0.8,-0.5999999999999999,1479.6866363674167,1529.4703880370218,-49.78375166960518,2,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013,49.78375166960518,0.19999999999999996,-14.935125500881554,-0.3,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013
2011-08-10,united states,mexico,1.0,1.0,friendly,philadelphia,united states,False,0.3,6,10,-4,1.2,2.2,-1.0000000000000002,2.0,1.0,-1.0,1509.2773391446685,1567.7133066515505,-58.43596750688198,1,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,233.74387002752792,0.19999999999999996,-17.530790252064595,-1.2,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27
2011-08-19,qatar,iraq,0.0,1.0,friendly,doha,qatar,False,0.3,4,7,-3,1.0,1.0,0.0,1.6,1.0,-0.6000000000000001,1370.6678315656252,1343.091426571239,27.576404994386166,2,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981,-82.7292149831585,0.0,8.27292149831585,-0.8999999999999999,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981
2011-08-22,jordan,tunisia,3.0,3.0,friendly,amman,jordan,False,0.3,6,4,2,1.0,0.4,0.6,1.0,0.6,-0.4,1375.295365927677,1526.1886257939889,-150.89325986631184,1,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,tunisia,F,TUN,CAF,4,21.06,1,52,1464.42,1478.52,-14.0999999999999,-301.7865197326237,0.4,-45.26797795989355,0.6,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,tunisia,F,TUN,CAF,4,21.06,1,52,1464.42,1478.52,-14.0999999999999
2011-09-02,iraq,jordan,0.0,2.0,fifa world cup qualification,erbil,iraq,False,0.75,7,6,1,0.8,1.4,-0.5999999999999999,0.8,1.4,0.5999999999999999,1364.6755269392545,1383.4736332364441,-18.798106297189634,2,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992,-18.798106297189634,-0.5999999999999999,-14.098579722892225,0.75,iraq,I,IRQ,AFC,3,23.75,2,56,1442.86,1434.4,8.45999999999981,jordan,J,JOR,AFC,3,20.04,1,64,1375.91,1380.75,-4.83999999999992
2011-09-02,germany,austria,6.0,2.0,uefa euro qualification,gelsenkirchen,germany,False,0.7,10,1,9,1.6,1.2,0.40000000000000013,1.2,2.6,1.4000000000000001,1727.5034625610747,1306.9001074128262,420.6033551482485,0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,3785.430196334237,-1.0,294.4223486037739,6.3,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845
2011-09-02,panama,paraguay,0.0,2.0,friendly,panama city,panama,False,0.3,5,3,2,1.0,0.8,0.19999999999999996,1.2,1.8,0.6000000000000001,1373.0320962368567,1457.6027021108432,-84.57060587398655,2,panama,L,PAN,CONCACAF,2,25.79,2,36,1504.39,1493.8,10.5900000000001,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,-169.1412117479731,-0.8,-25.371181762195963,0.6,panama,L,PAN,CONCACAF,2,25.79,2,36,1504.39,1493.8,10.5900000000001,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
2011-09-03,senegal,dr congo,2.0,0.0,african cup of nations qualification,dakar,senegal,False,0.65,6,1,5,1.0,1.6,-0.6000000000000001,1.4,3.2,1.8000000000000003,1462.5329660177235,1334.2162589406787,128.31670707704484,0,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,dr congo,K,COD,CAF,4,25.1,2,61,1395.77,1431.3,-35.53,641.5835353852242,-2.2,83.40585960007915,3.25,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,dr congo,K,COD,CAF,4,25.1,2,61,1395.77,1431.3,-35.53
2011-09-03,scotland,czechia,2.0,2.0,uefa euro qualification,glasgow,scotland,False,0.7,3,4,-1,0.6,0.8,-0.20000000000000007,1.8,1.8,0.0,1428.7473950324043,1544.3846487567012,-115.6372537242969,1,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,115.6372537242969,-1.2000000000000002,-80.94607760700782,-0.7,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001
2011-09-05,brazil,ghana,1.0,0.0,friendly,london,england,True,0.3,6,3,3,1.6,0.6,1.0,1.4,1.0,-0.3999999999999999,1689.2833876487464,1430.7570931236605,258.52629452508586,0,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21,775.5788835752576,0.6000000000000001,77.55788835752575,0.8999999999999999,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21
2011-09-06,austria,türkiye,0.0,0.0,uefa euro qualification,vienna,austria,False,0.7,0,5,-5,0.8,0.6,0.20000000000000007,3.0,1.0,-2.0,1303.6372576555816,1514.7506544747414,-211.1133968191598,1,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,1055.566984095799,-0.19999999999999996,-147.77937777341185,-3.5,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001
2011-09-06,belgium,united states,1.0,0.0,friendly,brussels,belgium,False,0.3,5,7,-2,1.8,1.4,0.40000000000000013,1.8,1.4,-0.40000000000000013,1420.919778930106,1512.6098191772921,-91.69004024718606,0,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,183.38008049437212,0.40000000000000013,-27.507012074155817,-0.6,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51
2011-09-06,curaçao,haiti,2.0,4.0,fifa world cup qualification,willemstad,curaçao,False,0.75,1,5,-4,0.0,0.8,-0.8,2.0,2.2,0.20000000000000018,1433.9400830920995,1410.5770149136706,23.363068178428875,2,curaçao,E,CUW,CONCACAF,2,27.8,2,91,1264.78,1260.87,3.91000000000008,haiti,C,HAI,CONCACAF,2,25.33,2,86,1287.75,1283.67,4.07999999999993,-93.4522727137155,-2.2,17.522301133821657,-3.0,curaçao,E,CUW,CONCACAF,2,27.8,2,91,1264.78,1260.87,3.91000000000008,haiti,C,HAI,CONCACAF,2,25.33,2,86,1287.75,1283.67,4.07999999999993
2011-09-06,qatar,iran,1.0,1.0,fifa world cup qualification,doha,qatar,False,0.75,4,9,-5,1.0,1.0,0.0,1.6,1.2,-0.40000000000000013,1349.0837311976097,1496.600868353852,-147.51713715624237,1,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002,737.5856857812119,-0.19999999999999996,-110.63785286718178,-3.75,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002
2011-09-06,saudi arabia,australia,1.0,3.0,fifa world cup qualification,riyadh,saudi arabia,False,0.75,2,12,-10,0.4,2.4,-2.0,1.8,0.4,-1.4,1423.1938801858632,1555.1364215500173,-131.94254136415407,2,saudi arabia,H,KSA,AFC,3,26.33,2,59,1406.56,1422.67,-16.1100000000001,australia,D,AUS,AFC,3,22.41,1,26,1544.15,1552.77,-8.61999999999989,1319.4254136415407,0.0,-98.95690602311555,-7.5,saudi arabia,H,KSA,AFC,3,26.33,2,59,1406.56,1422.67,-16.1100000000001,australia,D,AUS,AFC,3,22.41,1,26,1544.15,1552.77,-8.61999999999989
2011-09-06,uzbekistan,japan,1.0,1.0,fifa world cup qualification,tashkent,uzbekistan,False,0.75,7,11,-4,1.6,1.8,-0.19999999999999996,2.4,0.8,-1.5999999999999999,1383.521824205777,1577.7575377638063,-194.23571355802937,1,uzbekistan,K,UZB,AFC,3,14.54,0,58,1424.93,1429.26,-4.32999999999993,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005,776.9428542321175,0.8,-145.67678516852203,-3.0,uzbekistan,K,UZB,AFC,3,14.54,0,58,1424.93,1429.26,-4.32999999999993,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005
2011-09-14,argentina,brazil,0.0,0.0,superclásico de las américas,córdoba,argentina,False,0.55,7,8,-1,1.6,1.8,-0.19999999999999996,1.2,1.4,0.19999999999999996,1692.718797686673,1696.6510878536483,-3.9322901669752355,1,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,3.9322901669752355,0.20000000000000018,-2.16275959183638,-0.55,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998
2011-09-28,brazil,argentina,2.0,0.0,superclásico de las américas,belém,brazil,False,0.55,8,7,1,1.4,1.4,0.0,1.0,1.0,0.0,1696.4247367006178,1692.9451488397035,3.4795878609143074,0,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,3.4795878609143074,0.3999999999999999,1.913773323502869,0.55,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25
2011-10-07,czechia,spain,0.0,2.0,uefa euro qualification,prague,czech republic,False,0.7,2,12,-10,1.0,2.0,-1.0,2.2,1.4,-0.8000000000000003,1537.963407710646,1807.8516621185847,-269.8882544079388,2,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005,2698.882544079388,-0.3999999999999999,-188.92177808555715,-7.0,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005
2011-10-07,türkiye,germany,1.0,3.0,uefa euro qualification,istanbul,turkey,False,0.7,6,12,-6,0.6,2.8,-2.1999999999999997,0.4,1.6,1.2000000000000002,1503.9014764218382,1730.7663123183193,-226.86483589648105,2,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,1361.1890153788863,-1.0,-158.80538512753674,-4.199999999999999,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045
2011-10-11,germany,belgium,3.0,1.0,uefa euro qualification,düsseldorf,germany,False,0.7,15,8,7,3.2,2.0,1.2000000000000002,1.4,1.6,0.20000000000000018,1739.2930000905042,1446.0786691093006,293.2143309812036,0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001,2052.500316868425,1.6,205.2500316868425,4.8999999999999995,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001
2011-10-11,haiti,curaçao,2.0,2.0,fifa world cup qualification,port-au-prince,haiti,False,0.75,7,1,6,1.4,0.4,0.9999999999999999,2.4,2.4,0.0,1431.9198777848787,1412.5972202208914,19.322657563987377,1,haiti,C,HAI,CONCACAF,2,25.33,2,86,1287.75,1283.67,4.07999999999993,curaçao,E,CUW,CONCACAF,2,27.8,2,91,1264.78,1260.87,3.91000000000008,115.93594538392426,-1.0,14.491993172990533,4.5,haiti,C,HAI,CONCACAF,2,25.33,2,86,1287.75,1283.67,4.07999999999993,curaçao,E,CUW,CONCACAF,2,27.8,2,91,1264.78,1260.87,3.91000000000008
2011-10-11,france,bosnia and herzegovina,1.0,1.0,uefa euro qualification,saint-denis,france,False,0.7,10,1,9,1.2,0.8,0.3999999999999999,0.6,2.4,1.7999999999999998,1614.765823561815,1364.4045179136833,250.36130564813175,1,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,bosnia and herzegovina,B,BIH,UEFA,5,11.24,0,74,1326.69,1324.43,2.25999999999999,2253.2517508331857,-1.2,175.2529139536922,6.3,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,bosnia and herzegovina,B,BIH,UEFA,5,11.24,0,74,1326.69,1324.43,2.25999999999999
2011-10-11,mexico,brazil,1.0,2.0,friendly,torreón,mexico,False,0.3,8,8,0,1.8,1.0,0.8,1.0,0.6,-0.4,1564.380826618927,1716.2244422187214,-151.84361559979448,2,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,-0.0,1.2000000000000002,-45.553084679938344,0.0,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998
2011-10-11,paraguay,uruguay,1.0,1.0,fifa world cup qualification,asunción,paraguay,False,0.75,6,8,-2,0.8,1.4,-0.5999999999999999,1.0,0.8,-0.19999999999999996,1472.8283501978976,1626.8967876667734,-154.0684374688758,1,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,308.1368749377516,0.0,-115.55132810165685,-1.5,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002
2011-10-11,sweden,netherlands,3.0,2.0,uefa euro qualification,solna,sweden,False,0.7,8,11,-3,1.6,1.8,-0.19999999999999996,1.2,0.6,-0.6,1518.6649831229543,1746.812707574197,-228.14772445124277,0,sweden,F,SWE,UEFA,5,3.72,0,27,1540.2,1530.41,9.78999999999996,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,684.4431733537283,1.0,-159.70340711586994,-2.0999999999999996,sweden,F,SWE,UEFA,5,3.72,0,27,1540.2,1530.41,9.78999999999996,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055
