date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tournament_strength,home_form,away_form,form_diff,home_avg_goals_scored,away_avg_goals_scored,goals_scored_diff,home_avg_goals_conceded,away_avg_goals_conceded,goals_conceded_diff,home_elo,away_elo,elo_diff,target,home_country_x,home_group_x,home_acronym_x,home_confederation_x,home_qualifying_difficulty_x,home_mean_temp_last_10_yrs_x,home_climate_bonus_points_x,home_rank_x,home_total.points_x,home_previous.points_x,home_diff.points_x,away_country_x,away_group_x,away_acronym_x,away_confederation_x,away_qualifying_difficulty_x,away_mean_temp_last_10_yrs_x,away_climate_bonus_points_x,away_rank_x,away_total.points_x,away_previous.points_x,away_diff.points_x,elo_form_interaction,attack_defense_gap,elo_tournament_pressure,form_tournament_pressure,home_country_y,home_group_y,home_acronym_y,home_confederation_y,home_qualifying_difficulty_y,home_mean_temp_last_10_yrs_y,home_climate_bonus_points_y,home_rank_y,home_total.points_y,home_previous.points_y,home_diff.points_y,away_country_y,away_group_y,away_acronym_y,away_confederation_y,away_qualifying_difficulty_y,away_mean_temp_last_10_yrs_y,away_climate_bonus_points_y,away_rank_y,away_total.points_y,away_previous.points_y,away_diff.points_y
1996-03-20,egypt,morocco,0.0,2.0,united arab emirates friendship tournament,dubai,united arab emirates,True,0.35,7,10,-3,1.0,1.2,-0.19999999999999996,1.2,0.6,-0.6,1497.4193806719,1504.0894257438722,-6.670045071972254,2,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013,20.010135215916762,0.4,-2.3345157751902885,-1.0499999999999998,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013
1996-03-23,south korea,morocco,2.0,2.0,united arab emirates friendship tournament,dubai,united arab emirates,True,0.35,3,10,-7,0.8,1.4,-0.5999999999999999,1.6,0.6,-1.0,1449.3637802670935,1523.7055142487927,-74.34173398169924,1,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013,520.3921378718946,0.20000000000000007,-26.01960689359473,-2.4499999999999997,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,morocco,C,MAR,CAF,4,18.68,1,14,1688.18,1681.57,6.61000000000013
1996-03-25,egypt,south korea,1.0,1.0,united arab emirates friendship tournament,dubai,united arab emirates,True,0.35,6,3,3,0.8,1.0,-0.19999999999999996,1.4,1.8,0.40000000000000013,1477.8032921669794,1453.579098163013,24.22419400396643,1,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,72.6725820118993,-1.0,8.47846790138825,1.0499999999999998,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002
1996-03-26,czechia,türkiye,3.0,0.0,friendly,ostrava,czech republic,False,0.3,9,13,-4,1.6,2.4,-0.7999999999999998,0.8,1.0,0.19999999999999996,1548.1060357159527,1502.4252161857553,45.68081953019737,0,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,-182.72327812078947,0.6000000000000001,13.70424585905921,-1.2,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001
1996-03-27,austria,switzerland,1.0,0.0,friendly,vienna,austria,False,0.3,2,4,-2,0.8,1.0,-0.19999999999999996,2.0,1.6,-0.3999999999999999,1394.9832409236476,1490.2489578466984,-95.26571692305083,0,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,190.53143384610166,-0.8,-28.57971507691525,-0.6,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003
1996-03-27,belgium,france,0.0,2.0,friendly,brussels,belgium,False,0.3,4,11,-7,1.2,1.6,-0.40000000000000013,2.0,0.6,-1.4,1489.2574841844405,1567.337687254464,-78.08020307002357,2,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,546.561421490165,0.6,-23.424060921007072,-2.1,belgium,G,BEL,UEFA,5,11.41,0,8,1740.62,1761.27,-20.6500000000001,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363
1996-03-27,brazil,ghana,8.0,2.0,friendly,são josé do rio preto,brazil,False,0.3,12,10,2,1.8,1.2,0.6000000000000001,0.8,1.0,0.19999999999999996,1728.773914882005,1489.3546761920788,239.41923868992626,0,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21,478.8384773798525,0.8,71.82577160697788,0.6,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21
1996-03-27,scotland,australia,1.0,0.0,friendly,glasgow,scotland,False,0.3,7,7,0,1.0,1.4,-0.3999999999999999,1.4,1.2,-0.19999999999999996,1447.99219330377,1498.8206156511276,-50.82842234735767,0,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,australia,D,AUS,AFC,3,22.41,1,26,1544.15,1552.77,-8.61999999999989,-0.0,-0.19999999999999996,-15.2485267042073,0.0,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,australia,D,AUS,AFC,3,22.41,1,26,1544.15,1552.77,-8.61999999999989
1996-04-21,paraguay,bosnia and herzegovina,3.0,0.0,friendly,asunción,paraguay,False,0.3,10,0,10,1.2,0.0,1.2,0.8,0.0,-0.8,1499.7236800889063,1500.0,-0.27631991109365117,0,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,bosnia and herzegovina,B,BIH,UEFA,5,11.24,0,74,1326.69,1324.43,2.25999999999999,-2.7631991109365117,1.2,-0.08289597332809535,3.0,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,bosnia and herzegovina,B,BIH,UEFA,5,11.24,0,74,1326.69,1324.43,2.25999999999999
1996-04-24,england,croatia,0.0,0.0,friendly,london,england,False,0.3,6,11,-5,1.0,1.6,-0.6000000000000001,1.0,0.0,-1.0,1513.3013321140584,1531.903295268448,-18.601963154389523,1,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998,93.00981577194761,1.0,-5.5805889463168565,-1.5,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998
1996-04-24,colombia,paraguay,1.0,0.0,fifa world cup qualification,barranquilla,colombia,False,0.75,6,10,-4,1.4,1.6,-0.20000000000000018,1.2,0.8,-0.3999999999999999,1541.2740423733399,1519.7395863382571,21.534456035082712,0,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,-86.13782414033085,0.5999999999999999,16.150842026312034,-3.0,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
1996-04-24,south africa,brazil,2.0,3.0,friendly,johannesburg,south africa,False,0.3,10,12,-2,1.4,3.2,-1.8000000000000003,0.4,1.2,0.7999999999999999,1529.4002230072065,1736.8257936450318,-207.42557063782533,2,south africa,A,RSA,CAF,4,18.67,1,57,1428.87,1415.98,12.8899999999999,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998,414.85114127565066,0.19999999999999996,-62.227671191347596,-0.6,south africa,A,RSA,CAF,4,18.67,1,57,1428.87,1415.98,12.8899999999999,brazil,C,BRA,CONMEBOL,6,25.78,2,5,1775.85,1784.37,-8.51999999999998
1996-04-24,norway,spain,0.0,0.0,friendly,oslo,norway,False,0.3,2,9,-7,0.2,1.2,-1.0,1.4,0.8,-0.5999999999999999,1479.127416197665,1598.854215823732,-119.72679962606685,1,norway,I,NOR,UEFA,5,2.66,0,43,1484.44,1473.5,10.9400000000001,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005,838.087597382468,-0.6000000000000001,-35.91803988782005,-2.1,norway,I,NOR,UEFA,5,2.66,0,43,1484.44,1473.5,10.9400000000001,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005
1996-04-24,netherlands,germany,0.0,1.0,friendly,rotterdam,netherlands,False,0.3,4,11,-7,0.8,1.2,-0.3999999999999999,1.0,0.6,-0.4,1531.6004920887162,1670.6919602819903,-139.09146819327407,2,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,973.6402773529185,0.20000000000000007,-41.72744045798222,-2.1,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045
1996-05-16,south korea,sweden,0.0,2.0,friendly,seoul,south korea,False,0.3,3,9,-6,0.8,1.4,-0.5999999999999999,1.6,0.6,-1.0,1454.9712996364008,1520.4805149533533,-65.50921531695258,2,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,sweden,F,SWE,UEFA,5,3.72,0,27,1540.2,1530.41,9.78999999999996,393.05529190171546,0.20000000000000007,-19.652764595085774,-1.7999999999999998,south korea,A,KOR,AFC,3,12.88,0,23,1585.45,1589.93,-4.48000000000002,sweden,F,SWE,UEFA,5,3.72,0,27,1540.2,1530.41,9.78999999999996
1996-05-17,iran,qatar,2.0,0.0,friendly,tabriz,iran,False,0.3,3,2,1,1.2,1.0,0.19999999999999996,2.2,2.4,0.19999999999999973,1449.1368854972122,1412.3856997419573,36.75118575525494,0,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,36.75118575525494,-1.2,11.02535572657648,0.3,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0
1996-05-26,ghana,egypt,0.0,2.0,friendly,accra,ghana,False,0.3,9,7,2,1.4,1.0,0.3999999999999999,2.4,1.2,-1.2,1481.3027974290521,1476.4110906935916,4.891706735460502,2,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77,9.783413470921005,0.19999999999999996,1.4675120206381507,0.6,ghana,L,GHA,CAF,4,28.1,2,77,1320.52,1338.73,-18.21,egypt,G,EGY,CAF,4,23.6,2,33,1513.48,1526.25,-12.77
1996-05-26,tunisia,senegal,2.0,0.0,friendly,tunis,tunisia,False,0.3,3,1,2,1.2,0.0,1.2,2.0,2.2,0.20000000000000018,1486.9549717864345,1392.3674878410943,94.58748394534018,0,tunisia,F,TUN,CAF,4,21.06,1,52,1464.42,1478.52,-14.0999999999999,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999,189.17496789068036,-1.0000000000000002,28.376245183602055,0.6,tunisia,F,TUN,CAF,4,21.06,1,52,1464.42,1478.52,-14.0999999999999,senegal,I,SEN,CAF,4,29.23,2,17,1637.25,1627.13,10.1199999999999
1996-05-26,united states,scotland,2.0,1.0,friendly,new britain,united states,False,0.3,3,7,-4,1.0,0.8,0.19999999999999996,2.0,1.2,-0.8,1459.301715893708,1470.8974156586066,-11.595699764898654,0,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,46.38279905959462,-0.19999999999999996,-3.4787099294695962,-1.2,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001
1996-05-29,austria,czechia,1.0,0.0,friendly,salzburg,austria,False,0.3,4,11,-7,0.8,1.8,-1.0,1.8,0.4,-1.4,1420.333752999092,1565.4914849267873,-145.1577319276953,0,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,1016.1041234938671,0.4,-43.54731957830859,-2.1,austria,J,AUT,UEFA,5,8.34,0,22,1589.84,1589.17,0.669999999999845,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001
1996-05-29,colombia,scotland,1.0,0.0,friendly,miami,united states,True,0.3,6,7,-1,0.8,0.8,0.0,1.0,1.0,0.0,1560.0360044058566,1450.2301612557333,109.80584315012334,0,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,-109.80584315012334,-0.19999999999999996,32.941752945037,-0.3,colombia,K,COL,CONMEBOL,6,25.27,2,12,1694.44,1724.37,-29.9299999999998,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001
1996-05-29,japan,mexico,3.0,2.0,kirin cup,fukuoka,japan,False,0.45,10,9,1,1.8,1.4,0.40000000000000013,1.4,0.8,-0.5999999999999999,1486.590539865998,1546.4289033710807,-59.838363505082725,0,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,-59.838363505082725,1.0,-26.927263577287228,0.45,japan,F,JPN,AFC,3,12.44,0,15,1652.79,1645.09,7.70000000000005,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27
1996-06-01,germany,france,0.0,1.0,friendly,stuttgart,germany,False,0.3,13,11,2,1.4,1.8,-0.40000000000000013,0.6,0.6,0.0,1683.087207472763,1582.9171988287426,100.17000864402053,2,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,200.34001728804105,0.7999999999999999,30.051002593206157,0.6,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363
1996-06-01,qatar,iran,0.0,1.0,friendly,doha,qatar,False,0.3,2,6,-4,0.8,1.6,-0.8,1.6,2.0,0.3999999999999999,1394.493412792832,1467.0291724463375,-72.53575965350547,2,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002,290.14303861402186,-1.2,-21.760727896051637,-1.2,qatar,B,QAT,AFC,3,28.77,2,48,1474.6,1478.6,-4.0,iran,G,IRN,AFC,3,19.09,1,18,1635.31,1627.58,7.73000000000002
1996-06-01,switzerland,czechia,1.0,2.0,friendly,basel,switzerland,False,0.3,1,10,-9,0.6,1.8,-1.2000000000000002,1.6,0.6,-1.0,1464.898445771254,1537.5900178283289,-72.69157205707484,2,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,654.2241485136735,0.0,-21.80747161712245,-2.6999999999999997,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001
1996-06-02,ecuador,argentina,2.0,0.0,fifa world cup qualification,quito,ecuador,False,0.75,4,2,2,0.6,0.6,0.0,1.0,1.6,0.6000000000000001,1450.5924482933644,1548.871819619449,-98.27937132608463,0,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25,-196.55874265216926,-1.0,-73.70952849456347,1.5,ecuador,E,ECU,CONMEBOL,6,21.74,1,24,1560.13,1536.32,23.8100000000002,argentina,J,ARG,CONMEBOL,6,15.41,1,1,1867.25,1883.5,-16.25
1996-06-02,uruguay,paraguay,0.0,2.0,fifa world cup qualification,montevideo,uruguay,False,0.75,8,7,1,1.0,1.2,-0.19999999999999996,0.8,0.8,0.0,1534.421807105625,1500.9776243057404,33.44418279988463,2,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48,33.44418279988463,0.19999999999999996,25.083137099913472,0.75,uruguay,H,URU,CONMEBOL,6,18.29,1,11,1695.91,1680.36,15.5500000000002,paraguay,D,PAR,CONMEBOL,6,24.3,2,53,1458.26,1440.78,17.48
1996-06-08,england,switzerland,1.0,1.0,uefa euro,london,england,False,0.95,7,1,6,0.8,0.6,0.20000000000000007,0.4,1.6,1.2000000000000002,1514.3711251585462,1449.0229021511068,65.3482230074394,1,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,392.0893380446364,-0.8,62.08081185706743,5.699999999999999,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003
1996-06-09,germany,czechia,2.0,0.0,uefa euro,manchester,england,True,0.95,10,10,0,1.0,1.6,-0.6000000000000001,0.6,0.6,0.0,1657.4755902061531,1553.4655614484761,104.01002875767699,0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,0.0,0.4,98.80952731979313,0.0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001
1996-06-10,netherlands,scotland,0.0,0.0,uefa euro,birmingham,england,True,0.95,3,6,-3,0.8,0.8,0.0,1.2,1.2,0.0,1519.2052448979434,1436.3487191463205,82.85652575162294,1,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,-248.56957725486882,-0.3999999999999999,78.7136994640418,-2.8499999999999996,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001
1996-06-11,türkiye,croatia,0.0,1.0,uefa euro,nottingham,england,True,0.95,10,11,-1,2.0,1.6,0.3999999999999999,1.4,0.0,-1.4,1485.0397669749207,1530.83350222396,-45.7937352490394,2,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998,45.7937352490394,2.0,-43.50404848658743,-0.95,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998
1996-06-13,switzerland,netherlands,0.0,2.0,uefa euro,birmingham,england,True,0.95,2,4,-2,0.6,0.8,-0.20000000000000007,1.4,1.0,-0.3999999999999999,1452.7409075574385,1514.524049485324,-61.78314192788548,2,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,123.56628385577096,-0.4,-58.69398483149121,-1.9,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055
1996-06-14,portugal,türkiye,1.0,0.0,uefa euro,nottingham,england,True,0.95,6,7,-1,1.0,1.4,-0.3999999999999999,1.0,1.4,0.3999999999999999,1536.0913287350522,1467.660706361559,68.43062237349318,0,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001,-68.43062237349318,-0.3999999999999999,65.00909125481851,-0.95,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983,türkiye,D,TUR,UEFA,5,12.49,0,28,1537.24,1548.15,-10.9100000000001
1996-06-15,england,scotland,2.0,0.0,uefa euro,london,england,False,0.95,7,4,3,1.0,0.4,0.6,0.6,1.0,0.4,1510.6531197522145,1441.02991455894,69.62320519327454,0,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,208.86961557982363,0.0,66.14204493361082,2.8499999999999996,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001
1996-06-15,france,spain,1.0,1.0,uefa euro,leeds,england,True,0.95,11,9,2,1.2,0.8,0.3999999999999999,0.4,0.4,0.0,1608.5288160953526,1592.2226328011718,16.306183294180755,1,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005,32.61236658836151,0.7999999999999999,15.490874129471717,1.9,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005
1996-06-16,united states,mexico,2.0,2.0,usa cup,pasadena,united states,False,0.45,6,8,-2,1.4,1.6,-0.20000000000000018,2.0,1.2,-0.8,1479.9689702965813,1523.017989420984,-43.04901912440255,1,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27,86.0980382488051,0.19999999999999996,-19.37205860598115,-0.9,united states,D,USA,CONCACAF,2,10.15,0,16,1645.48,1630.97,14.51,mexico,A,MEX,CONCACAF,2,22.03,1,19,1627.4,1640.67,-13.27
1996-06-18,england,netherlands,4.0,1.0,uefa euro,london,england,False,0.95,9,7,2,1.4,1.2,0.19999999999999996,0.6,0.8,0.20000000000000007,1526.6980852538118,1531.0045460595068,-4.3064608056949965,0,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,-8.612921611389993,0.5999999999999999,-4.091137765410246,1.9,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055
1996-06-18,scotland,switzerland,1.0,0.0,uefa euro,birmingham,england,True,0.95,4,1,3,0.4,0.6,-0.19999999999999996,1.0,1.8,0.8,1424.9849490573426,1436.2604109832557,-11.275461925913078,0,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003,-33.82638577773923,-1.4,-10.711688829617424,2.8499999999999996,scotland,C,SCO,UEFA,5,9.67,0,45,1480.24,1461.34,18.9000000000001,switzerland,B,SUI,UEFA,5,7.35,0,20,1625.16,1631.38,-6.22000000000003
1996-06-19,croatia,portugal,0.0,3.0,uefa euro,nottingham,england,True,0.95,11,8,3,1.2,1.0,0.19999999999999996,0.0,0.8,0.8,1548.2125628373217,1552.2023047378746,-3.989741900552872,2,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983,-11.969225701658615,0.3999999999999999,-3.790254805525228,2.8499999999999996,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983
1996-06-22,england,spain,0.0,0.0,uefa euro,london,england,False,0.95,9,9,0,1.6,1.0,0.6000000000000001,0.6,0.6,0.0,1546.945972370533,1593.160603576198,-46.214631205665,1,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005,-0.0,1.0,-43.90389964538175,0.0,england,L,ENG,UEFA,5,9.67,0,4,1813.81,1807.83,5.98000000000002,spain,H,ESP,UEFA,5,14.67,0,3,1853.27,1844.33,8.94000000000005
1996-06-22,france,netherlands,0.0,0.0,uefa euro,liverpool,england,True,0.95,11,7,4,1.0,1.2,-0.19999999999999996,0.2,1.0,0.8,1607.5908453203265,1510.7566589427856,96.83418637754085,1,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055,387.3367455101634,0.0,91.9924770586638,3.8,france,I,FRA,UEFA,5,12.42,0,2,1859.78,1859.85,-0.0699999999999363,netherlands,F,NED,UEFA,5,11.23,0,7,1747.55,1748.24,-0.690000000000055
1996-06-23,germany,croatia,2.0,1.0,uefa euro,manchester,england,True,0.95,10,8,2,1.0,0.8,0.19999999999999996,0.4,0.6,0.19999999999999996,1671.6609636786998,1528.442220748158,143.2187429305418,0,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998,286.4374858610836,0.4,136.0578057840147,1.9,germany,E,GER,UEFA,5,10.45,0,10,1703.79,1703.59,0.200000000000045,croatia,L,CRO,UEFA,5,12.87,0,13,1691.59,1701.36,-9.76999999999998
1996-06-23,czechia,portugal,1.0,0.0,uefa euro,birmingham,england,True,0.95,9,8,1,1.4,1.4,0.0,0.8,0.8,0.0,1539.2801879759295,1571.9726468270383,-32.69245885110877,0,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983,-32.69245885110877,0.5999999999999999,-31.05783590855333,0.95,czechia,A,CZE,UEFA,5,9.1,0,42,1484.88,1480.39,4.49000000000001,portugal,K,POR,UEFA,5,16.5,1,6,1756.12,1752.68,3.43999999999983
